"gloss","target_child_sex"
"oh you can sit on momma's lap because when you were the purse it's hard to sit","male"
"you don't want the baby purse","male"
"see the purse","male"
"why don't you open the purse and see whats in the purse","male"
"they got a purse up here","male"
"its a purse","male"
"do you know what you can put in the purse","male"
"you can put the brush in the purse","male"
"what can you put in the purse","male"
"you can put the comb in the purse","male"
"and you can close the purse","male"
"you can put the comb in the purse and the brush","male"
"the trucks too big for the purse","male"
"she took her purse with her","male"
"how about purse","male"
"alligator purse yeah","male"
"the alligator purse","male"
"the lady with the alligator purse","male"
"what about the lady with the alligator purse","male"
"Lily's purple plastic purse","female"
"do you have a purple plastic purse it's a star","female"
"purse","female"
"you're right your purse is upstairs","female"
"oh Lily's purple plastic purse xxx","female"
"Lily's purple plastic purse","female"
"she had three shiny quarters and best of all she had a brand new purple plastic purse that played a jaunty tune when it was opened","female"
"she had three shiny quarters and best of all she had a brand new purple plastic purse that played a jaunty tune when it was opened","female"
"the glasses were so glittery the quarters were so shiny and the purse played such nice music not to mention how excellent it was for xxx storing school supplies","female"
"her purse and quarters were in her desk","female"
"and you have a lil purse too","female"
"well when we go to the car we definitely hafta check and I don't know if any of them are in your room do you think they might be in your room sometimes they they'll stay in Mommy's purse when I bring them somewhere to be with you and they end up stay in my purse","female"
"Kim has a shopping cart and a purse with a pretending money in it","female"
"mm and she has a purse with pretend money in it","female"
"Kim has a shopping cart and a purse with pretend money in it","female"
"Kim has a shopping cart and a purse with pretend money in it","female"
"Kim has a shopping cart and a purse with pretend money in it where's the purse","female"
"where's the purse","female"
"mhm is that a purse","female"
"here's your purse","female"
"you gonna put your wallet in your purse","female"
"you're wearing your little purple purse","female"
"a pink purse","female"
"I've never hear of a pink purse","female"
"mermaid purse right","female"
"oh no this is my sweater","male"
"take her sweater off","female"
"put her sweater on","female"
"sweaters","female"
"we your sweater we we took your sweater","male"
"the lady took your sweater in the other room with my raincoat so_that it'll be safe","male"
"you're gonna really ruin that sweater","male"
"I'm gonna take your sweater off","male"
"sweater","female"
"in diapers and t+shirts buntings and sleepers play suits and dresses sweaters and creepers","female"
"that's your sweater","female"
"what else should we make for the puppy maybe the puppy needs a sweater","female"
"should we put a sweater on the puppy","female"
"let's give the puppy an orange sweater","female"
"look the puppy's wearing an orange sweater","female"
"in diapers and t+shirts buntings and sleepers play suits and dresses sweaters and creepers","female"
"play suits and dresses sweaters and creepers","female"
"play suits and dresses sweaters and creepers","female"
"everyday everywhere babies are dressed in diapers in tee shirts buntings and sleepers play suits and dresses sweaters and creepers","female"
"what's on your sweater honey","female"
"sweater","female"
"can you say sweater","female"
"sweater","female"
"everything they do sweater they do jeans","female"
"they have everything they have sweaters they have coats","female"
"xxx sweater","female"
"because it took so long to get your sweater off","female"
"a sweater","female"
"oh Mommy's wearing a sweater","female"
"sweater","female"
"Manuela's wearing a sweater","female"
"what color is Manuela's sweater","female"
"in diapers and tee shirts buntings and sleepers play suits and dresses sweaters and creepers","female"
"no let's keep our sweater on sweetie","female"
"xxx little sweaters and jeans for Polly pocket xxx and halter tops","female"
"we're gonna go out to the zoo so we hafta keep our sweater on","female"
"and a sweater","female"
"and a sweater","female"
"he put on his sweater and went outside to the mail box","female"
"but now Dandelion thought he really should wear something more elegant than a sweater to the party","female"
"luckily he had kept on his sweater","female"
"you think Mommy should buy that sweater Honey","female"
"it's a sweater","female"
"we bought this sweater for you when we went to Ireland","female"
"let see if this sweater still fits you","female"
"let's put the sweater on","female"
"oh there she is she's dressed in a sweater and a scarf and shoes","female"
"oh it's like the yarn sweater","female"
"we'll get a sweater to wear over it","female"
"what's this sweater from","female"
"grandma made you so many nice sweaters didn't she","female"
"hang up some of your new sweaters","female"
"look at those pretty sweaters","female"
"those sweaters","female"
"look at Chloe's cute sweater","female"
"remember when biscuit wanted to be a green sweater","female"
